4564
ENST00000615943	10736170	10736282	10736282	2	1	0
ENST00000635667	10939387	10961337	10736282	2	9	1
ENST00000623473	11065973	11067345	10961337	2	2	10
ENST00000624155	11066500	11068088	11067345	1	2	12
ENST00000422332	11124336	11125704	11068088	1	2	14
ENST00000612732	11249808	11249958	11125704	2	1	16
ENST00000634617	12602465	12626641	11249958	1	9	17
ENST00000613107	15273854	15273960	12626641	1	1	26
ENST00000623391	15282556	15288669	15273960	2	1	27
ENST00000448473	15290717	15297195	15288669	1	5	28
ENST00000623199	15298377	15304555	15297195	2	1	33
ENST00000425869	15326036	15343064	15304555	2	3	34
ENST00000441221	15349466	15350042	15343064	1	1	37
ENST00000429435	15489989	15492563	15350042	1	3	38
ENST00000252835	15528157	15529138	15492563	1	1	41
ENST00000412729	15541435	15578005	15529138	1	4	42
ENST00000443989	15550903	15553837	15578005	2	3	46
ENST00000444162	15557576	15560693	15578005	2	3	49
ENST00000417863	15562016	15564275	15578005	2	1	52
ENST00000456143	15572088	15573264	15578005	2	1	53
ENST00000447704	15588360	15588477	15578005	1	1	54
ENST00000428118	15600907	15604881	15588477	2	3	55
ENST00000438441	15611758	15613095	15604881	2	1	58
ENST00000440999	15615401	15615577	15613095	2	1	59
ENST00000426025	15622600	15632050	15615577	2	11	60
ENST00000435410	15635179	15644329	15632050	2	7	71
ENST00000343518	15690025	15721521	15644329	1	11	78
ENST00000621704	15690077	15721630	15721521	1	12	89
ENST00000452800	15690245	15721521	15721630	1	12	101
ENST00000422014	15699360	15703402	15721630	2	2	113
ENST00000390914	15701458	15701564	15721630	1	1	115
ENST00000417657	15721485	15722607	15721630	1	1	116
ENST00000453395	15746629	15778296	15722607	1	3	117
ENST00000423297	15749155	15750824	15778296	2	2	120
ENST00000438574	15765686	15778296	15778296	1	3	122
ENST00000413768	15784958	15827433	15778296	1	8	125
ENST00000437781	15784962	15827707	15827433	1	8	133
ENST00000383038	15784967	15819164	15827707	1	8	141
ENST00000447898	15784991	15829983	15827707	1	4	149
ENST00000458623	15790708	15791813	15829983	1	3	153
ENST00000603308	15796958	15798345	15829983	1	1	156
ENST00000440946	15805262	15815896	15829983	2	3	157
ENST00000609679	15805811	15820883	15829983	2	3	160
ENST00000414726	15805846	15806502	15829983	2	2	163
ENST00000607933	15818492	15819133	15829983	1	1	165
ENST00000608286	15823196	15823889	15829983	1	1	166
ENST00000456786	15826565	15827186	15829983	1	1	167
ENST00000420638	15852989	15893941	15829983	1	5	168
ENST00000398242	15854194	15855242	15893941	2	1	173
ENST00000448070	15901790	15901910	15893941	1	1	174
ENST00000424770	15914720	15915799	15901910	2	2	175
ENST00000612550	16141766	16141871	15915799	1	1	177
ENST00000399687	16387693	16390886	16141871	1	4	178
ENST00000427602	16405329	16405416	16390886	1	1	182
ENST00000426076	16423942	16426030	16405416	1	4	183
ENST00000421957	16428946	16476869	16426030	2	9	187
ENST00000623630	16486984	16488321	16476869	1	1	196
ENST00000450340	16503303	16509474	16488321	1	3	197
ENST00000609641	16521058	16527236	16509474	1	3	200
ENST00000454360	16572026	16574636	16527236	1	5	203
ENST00000493696	16575362	16582706	16574636	2	3	208
ENST00000472972	16581076	16582601	16582706	2	2	211
ENST00000359963	16590750	16592809	16582706	2	1	213
ENST00000430910	16595088	16595484	16592809	2	1	214
ENST00000558085	16601886	16698741	16595484	1	3	215
ENST00000592918	16601910	16615110	16698741	1	3	218
ENST00000400593	16601910	16648829	16698741	1	9	221
ENST00000592107	16601947	16615110	16698741	1	4	230
ENST00000426585	16602043	16653808	16698741	1	5	234
ENST00000591299	16602049	16614332	16698741	1	3	239
ENST00000588548	16612581	16615103	16698741	1	1	242
ENST00000438850	16616169	16617113	16698741	1	2	243
ENST00000383140	16619614	16653691	16698741	1	8	245
ENST00000585784	16637019	16638979	16698741	1	2	253
ENST00000636884	16637039	16638739	16698741	1	2	255
ENST00000588424	16638578	16640736	16698741	1	2	257
ENST00000508033	16645694	16646580	16698741	2	2	259
ENST00000415121	16649929	16653804	16698741	1	3	261
ENST00000510265	16653891	16659627	16698741	2	2	264
ENST00000456726	16654065	16675539	16698741	2	9	266
ENST00000457060	16669463	16675451	16698741	2	4	275
ENST00000434304	16671089	16679492	16698741	2	6	279
ENST00000423580	16676015	16694647	16698741	2	7	285
ENST00000457911	16690102	16704476	16698741	2	12	292
ENST00000422917	16746868	16748644	16704476	2	2	304
ENST00000331428	16783411	16821698	16748644	2	4	306
ENST00000425038	16827473	16829334	16821698	1	2	310
ENST00000423928	16827550	16829208	16829334	1	2	312
ENST00000442797	16837521	16837665	16829334	1	1	314
ENST00000637740	16844398	16846356	16837665	1	4	315
ENST00000422608	16855803	16856161	16846356	1	1	319
ENST00000404435	16857618	16860717	16856161	2	1	320
ENST00000442403	16869477	16871125	16860717	1	2	321
ENST00000448961	16876217	16876420	16871125	2	1	323
ENST00000412238	16876551	16876901	16876420	2	1	324
ENST00000427470	16897444	16897545	16876901	1	1	325
ENST00000458718	16904218	16904695	16897545	2	2	326
ENST00000523309	16914234	16914980	16904695	2	2	328
ENST00000521969	16921442	16922172	16914980	2	2	330
ENST00000517943	16925951	16926443	16922172	2	2	332
ENST00000521497	16933520	16934002	16926443	2	2	334
ENST00000623130	16950085	17034416	16934002	2	1	336
ENST00000400588	16961935	17008221	17034416	2	10	337
ENST00000465611	16962459	17007998	17034416	2	9	347
ENST00000520505	16966099	16968382	17034416	2	2	356
ENST00000523144	16967300	17007998	17034416	2	4	358
ENST00000605217	17012403	17012931	17034416	1	1	362
ENST00000614184	17021397	17022569	17034416	2	2	363
ENST00000441006	17036569	17058791	17034416	1	4	365
ENST00000414401	17037211	17056557	17058791	1	4	369
ENST00000609932	17037238	17060824	17058791	1	4	373
ENST00000609596	17037285	17060002	17060824	1	4	377
ENST00000636648	17044872	17047425	17060824	1	3	381
ENST00000608373	17067820	17070674	17060824	1	1	384
ENST00000609791	17080700	17081455	17070674	1	1	385
ENST00000477874	17084953	17100468	17081455	1	4	386
ENST00000319363	17084958	17115692	17100468	1	13	390
ENST00000612619	17084958	17115693	17115692	1	12	403
ENST00000459971	17085056	17097508	17115693	1	2	415
ENST00000429106	17093611	17093938	17115693	2	1	417
ENST00000399875	17116298	17121366	17115693	2	2	418
ENST00000331437	17116299	17121252	17121366	2	1	420
ENST00000428078	17121585	17130442	17121366	1	4	421
ENST00000441544	17121594	17132103	17130442	1	4	425
ENST00000155674	17137510	17165286	17132103	2	8	429
ENST00000336737	17137519	17159276	17165286	2	8	437
ENST00000477157	17137521	17143646	17165286	2	3	445
ENST00000399852	17137578	17159254	17165286	2	4	448
ENST00000486462	17137581	17141842	17165286	2	4	452
ENST00000463033	17148447	17158985	17165286	2	2	456
ENST00000480451	17148448	17159167	17165286	2	3	458
ENST00000329743	17159383	17165438	17165286	1	2	461
ENST00000431923	17159398	17165444	17165438	1	2	463
ENST00000610390	17178789	17219584	17165444	2	9	465
ENST00000399837	17178789	17219584	17219584	2	10	474
ENST00000449907	17178789	17221853	17219584	2	10	484
ENST00000399839	17179303	17221988	17221853	2	10	494
ENST00000330232	17179305	17199782	17221988	2	7	504
ENST00000262607	17179305	17209888	17221988	2	9	511
ENST00000469063	17182640	17188726	17221988	2	2	520
ENST00000480276	17189783	17198790	17221988	2	3	522
ENST00000428401	17192935	17193307	17221988	1	1	525
ENST00000543038	17207156	17219434	17221988	2	3	526
ENST00000441548	17207205	17221853	17221988	2	3	529
ENST00000344033	17213515	17214154	17221988	1	2	532
ENST00000428828	17256858	17266732	17221988	2	3	534
ENST00000453421	17329033	17329231	17266732	1	1	537
ENST00000485262	17352880	17353176	17329231	2	1	538
ENST00000400585	17359948	17553331	17353176	1	19	539
ENST00000342247	17369365	17554144	17553331	1	20	558
ENST00000262608	17369887	17553331	17554144	1	19	578
ENST00000455617	17418696	17419827	17554144	1	1	597
ENST00000455251	17424387	17424774	17554144	2	1	598
ENST00000497534	17428272	17499457	17554144	1	4	599
ENST00000612582	17477092	17558148	17554144	1	19	603
ENST00000437347	17518675	17519028	17558148	2	1	622
ENST00000355219	17548998	17554132	17558148	1	4	623
ENST00000327451	17563438	17590993	17558148	1	11	627
ENST00000399813	17563449	17590880	17590993	1	10	638
ENST00000496051	17563463	17570255	17590993	1	2	648
ENST00000467228	17563588	17582207	17590993	1	4	650
ENST00000497401	17569700	17583483	17590993	1	6	654
ENST00000469889	17569706	17570392	17590993	1	2	660
ENST00000443935	17580156	17589191	17590993	2	4	662
ENST00000611039	17580313	17588017	17590993	2	4	666
ENST00000253413	17592135	17628817	17590993	2	9	670
ENST00000399796	17592168	17628746	17628817	2	8	679
ENST00000399798	17592408	17628748	17628817	2	8	687
ENST00000473248	17592668	17595291	17628817	2	2	695
ENST00000413576	17594538	17628732	17628817	2	9	697
ENST00000481365	17598000	17619527	17628817	2	6	706
ENST00000484653	17600679	17619527	17628817	2	4	712
ENST00000478963	17612613	17628747	17628817	2	4	716
ENST00000460085	17612975	17628748	17628817	2	3	720
ENST00000399781	17628854	17696208	17628817	1	5	723
ENST00000399782	17628915	17702427	17696208	1	7	728
ENST00000543133	17638583	17730854	17702427	1	6	735
ENST00000611738	17638583	17730854	17730854	1	5	741
ENST00000418951	17638583	17730854	17730854	1	6	746
ENST00000616863	17638583	17730854	17730854	1	4	752
ENST00000337612	17638583	17730854	17730854	1	5	756
ENST00000618481	17638583	17730854	17730854	1	6	761
ENST00000538149	17638583	17730854	17730854	1	4	767
ENST00000317582	17638589	17728720	17730854	1	7	771
ENST00000498133	17638740	17728698	17730854	1	6	778
ENST00000464649	17638756	17692394	17730854	1	4	784
ENST00000493680	17638771	17703732	17730854	1	6	788
ENST00000355028	17638810	17730621	17730854	1	5	794
ENST00000399777	17689073	17729139	17730854	1	3	799
ENST00000479296	17695737	17702362	17730854	1	2	802
ENST00000485631	17706709	17727669	17730854	1	2	804
ENST00000317361	17734137	17774015	17730854	2	6	806
ENST00000615414	17734141	17774041	17774015	2	4	812
ENST00000622694	17734141	17774494	17774041	2	6	816
ENST00000614949	17734141	17774494	17774494	2	5	822
ENST00000399767	17734141	17774494	17774494	2	5	827
ENST00000399774	17734170	17774491	17774494	2	6	832
ENST00000399765	17734174	17774488	17774494	2	4	838
ENST00000494097	17735221	17741193	17774494	2	3	842
ENST00000342111	17735498	17774411	17774494	2	7	845
ENST00000550946	17735551	17774411	17774494	2	6	852
ENST00000551952	17735551	17774664	17774494	2	6	858
ENST00000611040	17735551	17774664	17774664	2	4	864
ENST00000473439	17738057	17774494	17774664	2	4	868
ENST00000552886	17739447	17774769	17774664	2	3	872
ENST00000617586	17740030	17774494	17774769	2	4	875
ENST00000583102	17764179	17764258	17774769	2	1	879
ENST00000600723	17777321	17779480	17774769	1	1	880
ENST00000441493	17787648	18024558	17779480	2	32	881
ENST00000476405	17787651	17811496	18024558	2	5	913
ENST00000252134	17790539	17791666	18024558	2	3	918
ENST00000580469	17790836	17815668	18024558	2	6	921
ENST00000577821	17790945	17817488	18024558	2	8	927
ENST00000579997	17791263	17817424	18024558	2	6	935
ENST00000584751	17803553	17810735	18024558	2	3	941
ENST00000498573	17819021	17831999	18024558	2	5	944
ENST00000578984	17819035	17831926	18024558	2	6	949
ENST00000400561	17834327	17906834	18024558	2	20	955
ENST00000495076	17839591	18001500	18024558	2	19	975
ENST00000578905	17839950	17842481	18024558	2	1	994
ENST00000414725	17839950	17906811	18024558	2	20	995
ENST00000383094	17841674	17906826	18024558	2	19	1015
ENST00000461307	17860162	17895287	18024558	2	11	1034
ENST00000585038	17864614	17906873	18024558	2	22	1045
ENST00000462645	17865923	17876702	18024558	2	3	1067
ENST00000465886	17871929	17876871	18024558	2	2	1070
ENST00000498345	17871933	17876738	18024558	2	3	1072
ENST00000424046	17904727	18001179	18024558	2	3	1075
ENST00000385046	17980867	17980960	18024558	2	1	1078
ENST00000429618	17983204	17983618	18024558	2	2	1079
ENST00000441167	18004269	18007307	18024558	2	2	1081
ENST00000411920	18019213	18020199	18024558	1	3	1083
ENST00000443243	18029384	18037967	18024558	1	2	1086
ENST00000426483	18076526	18077796	18037967	2	2	1088
ENST00000607927	18077185	18078883	18077796	2	1	1090
ENST00000610387	18077919	18091018	18078883	1	5	1091
ENST00000329627	18077922	18105395	18091018	1	6	1096
ENST00000399744	18078007	18088459	18105395	1	5	1102
ENST00000474897	18078014	18131137	18105395	1	6	1107
ENST00000622035	18078054	18078774	18131137	2	1	1113
ENST00000428061	18078376	18088118	18131137	1	4	1114
ENST00000427227	18081465	18081674	18131137	2	1	1118
ENST00000450866	18101611	18101887	18131137	1	1	1119
ENST00000446487	18102456	18103648	18131137	2	2	1120
ENST00000426208	18110330	18124267	18131137	1	3	1122
ENST00000316027	18110686	18131153	18131137	1	5	1125
ENST00000623543	18110758	18131153	18131153	2	1	1130
ENST00000330423	18110792	18131730	18131153	1	5	1131
ENST00000416740	18121106	18131116	18131730	1	4	1136
