N_unmapped	8309	8309	8309
N_multimapping	8378	8378	8378
N_noFeature	41575	302288	44595
N_ambiguous	29336	472	20362
ENSG00000277248	0	0	0
ENSG00000283047	0	0	0
ENSG00000280363	0	0	0
ENSG00000279973	0	0	0
ENSG00000226444	0	0	0
ENSG00000276871	0	0	0
ENSG00000283023	2	0	2
ENSG00000276138	0	0	0
ENSG00000280341	0	0	0
ENSG00000236235	0	0	0
ENSG00000279442	0	0	0
ENSG00000184624	0	0	0
ENSG00000236097	0	0	0
ENSG00000236831	0	0	0
ENSG00000130538	0	0	0
ENSG00000237299	0	0	0
ENSG00000235759	0	0	0
ENSG00000233408	0	0	0
ENSG00000215268	1	0	1
ENSG00000213727	0	0	0
ENSG00000230643	0	0	0
ENSG00000230471	0	0	0
ENSG00000231565	0	0	0
ENSG00000226474	0	0	0
ENSG00000224435	0	0	0
ENSG00000234381	0	0	0
ENSG00000198062	0	0	0
ENSG00000236666	0	0	1
ENSG00000212216	0	1	0
ENSG00000241838	1	0	1
ENSG00000225255	0	0	0
ENSG00000235992	0	0	0
ENSG00000206195	4	0	4
ENSG00000271127	1	0	1
ENSG00000232775	0	0	0
ENSG00000272872	1	0	1
ENSG00000271672	0	0	0
ENSG00000223875	0	0	0
ENSG00000215270	0	0	0
ENSG00000229286	0	0	0
ENSG00000233866	0	0	0
ENSG00000278188	0	0	0
ENSG00000225293	0	0	0
ENSG00000226160	0	0	0
ENSG00000229658	0	0	0
ENSG00000227367	0	0	0
ENSG00000280263	0	0	0
ENSG00000235969	0	0	0
ENSG00000273362	0	0	0
ENSG00000233995	0	0	0
ENSG00000239435	3	0	3
ENSG00000198445	0	0	0
ENSG00000240122	0	0	0
ENSG00000100181	1	0	1
ENSG00000283633	0	0	0
ENSG00000267338	0	0	0
ENSG00000249288	0	0	0
ENSG00000249263	0	0	0
ENSG00000189295	0	0	0
ENSG00000259271	0	0	0
ENSG00000273244	0	0	0
ENSG00000241717	1	0	1
ENSG00000235343	0	0	0
ENSG00000172967	0	0	0
ENSG00000229027	0	0	0
ENSG00000234121	0	0	0
ENSG00000283535	0	0	0
ENSG00000237835	0	0	0
ENSG00000220248	0	0	0
ENSG00000237689	0	0	0
ENSG00000228122	0	0	0
ENSG00000237358	0	0	0
ENSG00000225480	0	0	0
ENSG00000230481	0	0	0
ENSG00000253691	0	0	0
ENSG00000253460	0	0	0
ENSG00000254264	0	0	0
ENSG00000253481	0	0	0
ENSG00000280156	1	0	1
ENSG00000215568	0	0	0
ENSG00000270226	0	1	0
ENSG00000276400	0	0	0
ENSG00000237438	46	0	46
ENSG00000273203	17	0	17
ENSG00000273442	2	1	1
ENSG00000177663	349	0	349
ENSG00000235328	1	1	0
ENSG00000183307	3	3	1
ENSG00000235478	0	1	0
ENSG00000069998	554	5	554
ENSG00000185837	3	0	8
ENSG00000093072	140	3	138
ENSG00000236325	0	0	0
ENSG00000203416	0	0	0
ENSG00000241832	1	1	0
ENSG00000231004	0	0	0
ENSG00000239547	0	0	0
ENSG00000099954	2	0	2
ENSG00000229492	0	0	0
ENSG00000232305	0	0	0
ENSG00000228045	0	0	0
ENSG00000182902	5	5	0
ENSG00000236754	0	0	0
ENSG00000131100	1189	2	1187
ENSG00000099968	1189	8	1184
ENSG00000015475	1042	41	1001
ENSG00000264757	0	0	0
ENSG00000269220	68	0	68
ENSG00000243156	1259	32	1228
ENSG00000093100	13	11	2
ENSG00000207780	3	0	3
ENSG00000235445	3	0	3
ENSG00000234913	0	0	0
ENSG00000237446	0	0	0
ENSG00000235295	0	0	0
ENSG00000225335	18	61	14
ENSG00000215193	614	4	669
ENSG00000236890	1	1	0
ENSG00000235617	0	0	0
ENSG00000225225	0	1	0
ENSG00000183785	1	1	1
ENSG00000280007	15	37	3
ENSG00000184979	439	2	437
ENSG00000187979	0	0	0
ENSG00000276160	0	0	0
ENSG00000274044	1	0	1
ENSG00000276874	0	0	0
ENSG00000275060	0	0	0
ENSG00000277017	0	0	0
ENSG00000277870	0	0	0
ENSG00000278044	0	0	0
ENSG00000274252	0	0	0
ENSG00000275319	0	0	0
ENSG00000277690	0	0	0
ENSG00000278558	19	1	18
ENSG00000274602	77	0	77
ENSG00000274625	0	0	0
ENSG00000222630	0	0	0
ENSG00000275793	5	0	5
ENSG00000275362	0	0	0
ENSG00000278110	0	0	0
