22	11897468	11902860	1	1	1	2	1	64
22	11905558	11910165	1	1	1	5	0	75
22	11910220	11955270	1	1	1	3	0	54
22	11914735	11934253	2	2	1	1	0	42
22	12625429	12626606	1	1	1	0	1	32
22	13132185	13135608	1	1	1	1	0	55
22	15788700	15788819	1	1	1	1	0	59
22	15790799	15791016	1	1	1	1	0	56
22	15815567	15818573	1	1	1	1	0	44
22	16581288	16582506	2	2	1	1	0	24
22	16700450	16701153	2	2	1	1	0	52
22	17022022	17024054	2	2	1	1	0	54
22	17037345	17044872	1	1	1	5	0	54
22	17045001	17046345	1	1	1	1	0	53
22	17045001	17047323	1	1	1	8	1	72
22	17046415	17047323	1	1	1	1	0	29
22	17047427	17057516	1	1	1	1	0	47
22	17047427	17060594	1	1	1	3	1	62
22	17047427	17069997	1	1	1	2	0	33
22	17047427	17097061	1	1	1	2	1	25
22	17085230	17097061	1	1	1	6	0	25
22	17088150	17097061	1	1	1	4	0	25
22	17097087	17097796	1	1	1	11	0	26
22	17097944	17098774	1	1	1	14	0	68
22	17097944	17098778	1	1	1	1	0	56
22	17098888	17100354	1	1	1	20	0	72
22	17099311	17100354	1	1	1	0	1	73
22	17100482	17101995	1	1	1	28	0	48
22	17102044	17102138	1	1	1	24	0	50
22	17102303	17103493	1	1	1	12	0	68
22	17103578	17104725	1	1	1	15	0	74
22	17104811	17105590	1	1	1	16	0	12
22	17105603	17105852	1	1	1	13	0	12
22	17105955	17107726	1	1	1	6	0	42
22	17107769	17108306	1	1	1	9	0	42
22	17138358	17138549	2	2	1	99	3	75
22	17138358	17141058	2	2	1	0	2	1
22	17138739	17141058	2	2	1	43	0	75
22	17138739	17143097	2	2	1	1	2	26
22	17141219	17143097	2	2	1	2	2	34
22	17141234	17141392	2	2	1	1	1	3
22	17141234	17143097	2	2	1	67	3	34
22	17141262	17143097	2	2	1	1	0	34
22	17142209	17143097	2	2	1	2	0	34
22	17143132	17145023	2	2	1	67	2	34
22	17145118	17148447	2	2	1	44	4	75
22	17145170	17148447	2	2	1	2	0	54
22	17147350	17147469	2	2	1	0	1	36
22	17147350	17147531	2	2	1	0	1	36
22	17148561	17149541	2	2	1	42	3	75
22	17148561	17158456	2	2	1	0	2	1
22	17148561	17159125	2	2	1	5	2	73
22	17148604	17149541	2	2	1	1	0	58
22	17149746	17159125	2	2	1	19	1	71
22	17149746	17165208	2	2	1	0	1	4
22	17159475	17165268	1	1	1	1	0	43
22	17159552	17165268	1	1	1	1	0	60
22	17181577	17181819	2	2	1	4	0	74
22	17182023	17182603	2	2	1	2	0	60
22	17182762	17188338	2	2	1	8	0	48
22	17188448	17189941	2	2	1	8	0	73
22	17190033	17191682	2	2	1	7	0	65
22	17191811	17203562	2	2	1	9	0	72
22	17203774	17207070	2	2	1	10	0	69
22	17207291	17209355	2	2	1	12	0	62
22	17209724	17219355	2	2	1	3	0	70
22	17583867	17703077	2	2	1	2	1	20
22	17592737	17594528	2	2	1	182	2	74
22	17594617	17598193	2	2	1	164	0	75
22	17598289	17600026	2	2	1	191	0	69
22	17600096	17601091	2	2	1	199	0	70
22	17600096	17612811	2	2	1	0	7	1
22	17601182	17612811	2	2	1	216	9	69
22	17612879	17613210	2	2	1	209	10	70
22	17613321	17619033	2	2	1	0	3	1
22	17613321	17619460	2	2	1	196	8	68
22	17613321	17628602	2	2	1	2	3	32
22	17619527	17628602	2	2	1	177	5	67
22	17628907	17638101	1	1	1	1	0	15
22	17638701	17655661	1	1	1	1	0	60
22	17638887	17644356	1	1	1	1	0	62
